Offset,K1,K2,K3,K4,K5,K6,K7
125590,0,1,1,1,0,1,0
125699,0,1,1,1,0,0,0
125703,0,1,1,0,0,0,0
125706,0,0,0,0,0,0,0
125797,0,0,0,0,0,1,0
125801,0,1,1,1,0,1,0
125804,1,1,1,1,0,1,0
125870,0,1,1,1,0,1,0
125881,0,1,1,1,0,0,0
125884,0,0,0,1,0,0,0
125895,0,0,0,0,0,0,0
125986,1,0,0,0,0,0,0
125991,1,0,0,0,1,1,0
126044,1,0,0,0,0,1,0
126061,1,0,0,0,0,0,0
126074,0,0,0,0,0,0,0
126076,0,0,0,1,0,0,0
126083,0,1,0,1,0,0,0
126151,0,1,0,0,0,0,0
126157,0,1,0,0,1,0,0
126162,0,0,1,0,1,0,0
126229,0,0,1,0,1,0,1
126234,1,0,1,0,0,0,1
126235,1,0,0,0,0,0,1
126317,1,1,0,0,0,1,1
126337,0,1,0,0,0,1,1
126344,0,1,0,0,0,1,0
126386,0,0,0,0,0,1,0
126393,0,0,0,1,0,1,0
126402,0,0,0,1,0,0,0
126475,0,0,1,1,0,0,1
126479,1,0,1,1,0,1,1
126481,1,0,1,0,0,1,1
126542,0,0,1,0,0,1,1
126549,0,0,0,0,0,1,1
126567,0,0,0,0,1,1,1
126579,0,0,0,0,1,1,0
126594,0,0,0,0,1,0,0
126653,0,0,0,0,0,0,0
126655,0,0,0,1,0,0,0
126657,0,1,0,1,0,0,0
126723,0,0,0,1,0,0,0
126732,0,0,0,0,0,0,0
126734,0,0,0,0,0,0,1
126747,0,0,0,0,0,1,1
126795,0,0,0,0,0,1,0
126812,0,0,0,0,0,0,0
126821,1,0,1,0,0,0,0
126895,0,0,1,1,0,0,1
126904,0,1,0,1,0,0,1
126954,0,1,0,1,1,1,1
126972,0,1,0,0,1,1,1
126979,0,1,0,0,1,1,0
126982,0,1,1,0,1,1,0
127002,0,1,1,0,1,0,0
127004,0,0,1,0,1,0,0
127009,0,0,1,0,0,0,0
127069,0,0,1,0,1,1,0
127074,0,1,1,0,1,1,0
127076,1,1,1,0,1,1,0
127090,1,1,0,0,1,1,0
127149,1,1,0,1,1,1,0
127152,1,1,0,1,0,0,0
127162,1,1,1,1,0,0,0
127164,0,1,1,1,0,0,0
127174,0,0,1,1,0,0,0
127220,0,0,1,0,0,0,0
127236,0,0,0,0,0,0,0
127299,0,1,0,0,0,0,0
127301,0,1,0,0,1,0,0
127309,0,1,0,1,1,0,0
127361,0,1,0,1,0,0,0
127381,0,1,0,0,0,0,0
127383,0,0,0,0,0,0,0
127473,0,0,0,0,0,1,1
127481,0,0,1,0,0,1,1
127549,0,0,1,0,1,0,1
127551,0,0,1,0,1,0,0
127557,0,0,0,0,1,0,0
127564,0,0,0,1,1,0,0
127566,1,0,0,1,1,0,0
127641,1,1,0,1,0,1,0
127643,1,1,0,0,0,1,0
127660,0,1,0,0,0,1,0
127706,0,1,0,0,0,1,1
127724,0,0,1,0,0,1,1
127736,0,0,1,1,0,0,1
127799,1,0,1,1,0,0,1
127802,1,0,0,1,0,0,1
127812,1,0,0,1,1,1,0
127825,1,0,0,0,1,1,0
127882,1,1,1,0,1,1,0
127887,1,1,1,0,0,1,1
127895,1,1,1,1,0,1,1
127903,0,1,1,1,0,1,1
127929,0,1,1,1,0,0,1
128115,0,0,0,1,0,0,1
128123,0,0,0,1,0,0,0
128135,0,0,0,0,0,0,0
128238,0,0,0,0,0,0,1
128246,0,0,0,0,0,1,1
128249,0,1,1,1,0,1,1
128302,0,1,1,1,0,0,1
128304,0,1,1,1,0,0,0
128307,0,0,0,1,0,0,0
128321,0,0,0,0,0,0,0
128415,0,0,0,0,1,0,0
128464,0,0,0,0,0,0,0
128502,1,1,1,0,0,0,0
128512,1,1,1,0,1,1,0
128542,0,1,1,0,1,1,0
128544,0,0,1,0,1,1,0
128560,0,0,0,0,1,1,0
128576,0,0,0,0,1,0,0
128584,0,0,0,0,0,0,0
128651,0,0,0,0,0,0,1
128655,0,0,0,1,0,0,1
128664,1,0,0,1,0,0,1
128731,1,0,0,1,0,0,0
128733,1,1,0,1,0,0,0
128736,1,1,0,1,1,0,0
128739,0,1,0,1,1,0,0
128753,0,1,0,0,1,0,0
128816,0,1,0,0,1,0,1
128819,0,1,1,0,1,0,1
128834,0,1,1,0,0,1,1
128839,0,0,1,0,0,1,1
128882,1,0,1,0,0,1,1
128889,1,0,1,1,0,1,1
128901,1,0,0,1,0,0,1
128906,1,0,0,1,0,0,0
128967,1,0,0,1,0,0,1
128970,1,1,0,1,0,0,1
128974,1,1,0,1,1,0,1
128984,0,1,0,1,1,0,1
128989,0,1,0,0,1,0,1
129033,0,1,0,0,0,0,1
129044,0,1,0,0,0,0,0
129051,0,1,1,0,0,0,0
129065,0,0,1,0,0,0,0
129129,1,0,1,0,0,1,1
129131,1,0,1,1,0,1,1
129144,1,0,0,1,0,1,1
129201,0,0,0,0,0,0,0
129291,0,0,1,0,0,0,0
129311,0,0,1,0,1,0,0
129378,0,0,1,0,1,0,1
129383,0,0,1,0,0,0,1
129391,1,1,1,0,0,0,1
129407,1,1,0,0,0,0,1
129444,1,1,0,0,0,0,0
129453,0,0,0,0,0,0,0
129471,0,0,0,1,0,0,0
129539,0,0,0,1,0,1,0
129545,0,0,0,1,0,1,1
129551,1,0,0,1,1,1,1
129555,1,0,0,0,1,1,1
129613,1,0,0,0,0,0,1
129617,1,0,0,0,0,0,0
129633,1,1,1,0,0,0,0
129649,0,1,1,0,0,0,0
129684,0,0,0,0,0,0,0
129720,0,0,0,1,0,0,0
129722,0,0,0,1,1,1,0
129765,0,0,0,1,0,1,0
129771,0,0,1,1,0,1,0
129775,0,0,1,1,0,0,0
129796,0,0,1,0,0,0,0
129829,0,1,1,0,0,0,0
129839,1,1,1,0,0,0,0
129863,1,1,0,0,0,0,0
129884,1,1,0,0,0,0,1
129886,1,1,0,1,0,0,1
129894,1,0,0,1,0,0,1
129899,0,0,0,1,0,1,1
129935,0,0,0,1,0,0,1
129941,0,0,0,1,0,0,0
129961,0,0,0,0,0,0,0
129984,0,1,1,0,0,0,0
130036,0,0,0,0,0,0,0
130051,0,0,0,0,0,0,1
130060,0,0,0,0,1,1,1
130109,0,0,1,0,1,1,1
130112,0,0,1,0,0,0,1
130114,0,0,1,0,0,0,0
130144,0,1,1,0,0,0,0
130174,1,1,1,0,0,0,0
130195,1,1,0,0,0,0,0
130206,1,1,0,0,0,1,1
130214,1,1,0,1,0,1,1
130223,1,0,0,1,0,1,1
130231,0,0,0,1,0,1,1
130254,0,0,0,1,0,0,1
130260,0,0,0,1,0,0,0
130275,0,0,0,0,0,0,0
130329,0,1,1,0,0,0,0
130342,0,1,1,0,1,1,0
130379,0,1,0,0,1,1,0
130386,0,0,0,0,1,1,0
130402,0,0,0,0,0,0,0
130455,1,1,0,0,0,0,0
130471,1,1,0,1,0,0,0
130519,0,1,0,1,0,0,0
130522,0,0,0,1,0,0,0
130524,0,0,0,0,0,0,0
130568,0,0,0,0,1,1,1
130571,0,0,1,0,1,1,1
130615,0,0,1,0,1,1,0
130620,0,0,1,0,0,0,0
130642,0,0,0,0,0,0,0
130666,0,1,0,0,0,0,0
130679,0,1,0,1,0,0,0
130684,0,1,0,1,0,0,1
130690,0,1,0,1,0,1,1
130725,0,1,0,1,0,1,0
130729,0,0,0,1,0,0,0
130744,0,0,0,0,0,0,0
130791,1,0,1,0,0,0,0
130802,1,0,1,0,0,1,0
130810,1,0,1,0,1,1,0
130840,0,0,1,0,1,1,0
130849,0,0,0,0,1,1,0
130852,0,0,0,0,1,0,0
130866,0,0,0,0,0,0,0
130916,0,1,0,1,0,0,1
130919,1,1,0,1,0,0,1
130926,1,1,0,1,1,1,1
131061,0,1,0,1,1,1,1
131062,0,0,0,1,1,1,1
131066,0,0,0,1,1,1,0
131071,0,0,0,1,0,0,0
131084,0,0,0,0,0,0,0
131134,1,1,0,0,0,0,0
131148,1,1,0,0,0,0,1
131154,1,1,0,1,1,1,1
131220,1,0,0,1,1,1,1
131223,0,0,0,1,1,1,1
131240,0,0,0,1,1,1,0
131243,0,0,0,1,0,0,0
131250,0,0,0,0,0,0,0
131379,0,0,0,0,0,0,1
131383,0,1,1,0,0,0,1
131385,0,1,1,1,1,1,1
131533,0,0,1,1,1,1,1
131552,0,0,0,1,1,1,1
131571,1,0,0,1,1,1,1
131649,1,1,0,1,1,1,1
131651,1,1,0,0,1,1,1
131676,1,1,1,0,1,1,1
131712,1,1,1,0,0,1,1
131739,1,1,1,1,0,1,1
131759,1,1,1,1,0,0,1
131815,1,1,1,1,0,0,0
131820,1,1,1,1,1,0,0
131893,1,1,1,0,1,0,0
131895,0,1,1,0,1,0,0
131898,0,0,1,0,1,0,0
131906,0,0,1,0,1,1,0
131912,0,0,0,0,1,1,1
131925,0,0,0,0,0,1,1
131989,0,0,0,0,1,1,1
131994,1,0,0,0,1,1,1
132013,1,0,0,0,1,1,0
132015,1,0,0,0,1,0,0
132045,1,0,0,0,0,0,0
132072,1,1,1,0,0,0,0
132143,0,1,1,1,0,0,0
132152,0,0,0,1,0,0,0
132216,0,0,0,1,0,0,1
132221,0,0,0,1,1,1,1
132234,0,0,0,0,1,1,1
132241,1,1,1,0,1,1,1
132366,1,1,1,0,1,1,0
132373,1,1,1,0,0,0,0
132381,1,1,0,0,0,0,0
132383,1,0,0,0,0,0,0
132390,0,0,0,0,0,0,0
132462,0,1,0,0,0,0,0
132470,1,1,1,0,0,0,0
132475,1,1,1,0,0,0,1
132487,1,1,1,0,1,1,1
132570,0,1,1,0,1,1,1
132578,0,0,0,0,1,1,1
132584,0,0,0,0,1,1,0
132590,0,0,0,0,0,0,0
132724,1,1,1,1,0,0,0
132731,1,1,1,1,1,1,0
132881,1,1,1,1,1,1,1
132901,1,1,1,1,1,0,1
132922,1,1,1,1,0,0,1
132960,1,1,1,0,0,0,1
132976,1,1,1,0,0,1,1
132989,1,1,1,0,1,1,1
133072,1,1,0,0,1,1,1
133082,1,1,0,1,1,1,1
133119,1,0,0,1,1,1,1
133136,0,0,0,1,1,1,1
133156,0,0,1,1,1,1,1
133214,0,0,1,1,1,1,0
133216,1,1,1,1,1,1,0
133221,1,1,1,1,1,0,0
133232,1,1,1,1,0,0,0
133246,1,1,0,1,0,0,0
133252,1,1,0,0,0,0,0
133309,1,1,0,0,0,0,1
133312,1,1,1,0,0,0,1
133315,0,1,1,0,0,0,1
133330,0,0,1,0,0,0,1
133392,1,1,1,0,1,0,1
133397,1,1,1,0,1,1,1
133416,1,1,0,0,1,1,1
133453,1,1,0,0,1,1,0
133461,0,1,0,0,1,1,0
133472,0,1,0,1,1,1,0
133474,0,0,0,1,1,1,0
133479,0,0,0,1,0,0,0
133544,0,0,0,1,0,0,1
133555,0,0,0,1,1,1,1
133561,1,1,1,1,1,1,1
133564,1,1,1,0,1,1,1
133716,0,1,1,0,1,1,1
133722,0,0,0,0,0,0,1
133730,0,0,0,0,0,0,0
133804,0,1,1,0,0,0,0
133809,0,1,1,0,0,0,1
133816,1,1,1,0,0,0,1
133820,1,1,1,0,1,1,1
133869,1,0,0,0,1,1,1
133872,0,0,0,0,1,1,1
133879,0,0,0,0,0,0,0
133922,1,0,0,0,0,0,1
133929,1,1,0,0,0,0,1
133934,1,1,0,0,0,1,1
133992,1,1,0,1,0,1,1
134003,1,1,1,1,0,1,1
134006,1,1,1,1,0,0,1
134009,1,1,1,1,0,0,0
134015,0,1,1,1,0,0,0
134023,0,0,1,1,0,0,0
134076,0,0,1,1,1,0,0
134081,0,0,1,0,1,0,0
134089,1,0,1,0,1,0,0
134107,1,0,0,0,1,0,0
134146,1,0,0,0,1,1,1
134154,0,0,0,0,1,1,1
134166,0,0,0,0,0,1,1
134222,0,0,0,0,0,1,0
134224,0,0,0,0,1,1,0
134228,0,0,0,1,1,1,0
134243,1,0,0,1,1,1,0
134245,1,1,1,1,1,0,0
134300,1,0,1,1,1,0,1
134305,0,0,1,1,1,1,1
134310,0,0,0,1,1,1,1
134315,0,0,0,1,0,1,1
134330,0,0,0,0,0,1,1
134371,0,0,0,0,0,1,0
134373,0,0,0,0,0,0,0
134394,0,1,0,0,0,0,0
134396,1,1,0,0,0,0,0
134466,1,1,1,0,0,0,1
134469,1,1,1,1,0,0,1
134472,0,1,1,1,1,1,1
134482,0,0,1,1,1,1,1
134518,0,0,1,1,1,0,0
134534,0,0,1,1,0,0,0
134546,1,1,1,1,0,0,0
134554,1,1,1,0,0,0,0
134580,1,1,0,0,0,0,0
134616,1,1,0,0,0,0,1
134622,1,0,0,0,0,0,1
134624,0,0,0,0,0,0,1
134630,0,0,0,0,0,1,1
134704,0,0,0,0,1,1,1
134710,0,0,0,0,1,1,0
134714,0,0,0,1,1,1,0
134719,1,0,0,1,1,0,0
134724,1,1,1,1,1,0,0
134786,0,1,1,1,0,0,0
134789,0,0,0,1,0,0,1
134794,0,0,0,1,0,1,1
134815,0,0,0,0,0,1,1
134866,0,0,0,0,1,1,1
134870,0,0,0,0,1,1,0
134881,1,0,0,0,1,1,0
134886,1,1,1,1,1,1,0
134895,1,1,1,1,1,0,0
134948,0,0,1,1,1,0,1
134956,0,0,0,1,1,1,1
134967,0,0,0,1,0,1,1
134990,0,0,0,0,0,1,1
135014,0,0,0,0,0,0,1
135030,0,0,0,0,0,0,0
135050,0,1,1,0,0,0,0
135116,0,0,0,0,0,0,0
135134,0,0,0,0,1,1,0
135191,0,0,0,0,0,0,0
135210,0,1,0,0,0,0,0
135214,1,1,0,0,0,0,0
135275,0,0,0,0,0,0,0
135306,0,0,0,0,1,0,0
135312,0,0,0,1,1,0,0
135359,0,0,0,1,0,0,0
135379,0,0,0,0,0,0,0
135393,0,1,1,0,0,0,0
135446,0,0,0,0,0,0,0
135467,0,0,0,0,1,1,0
135510,0,0,0,0,1,0,0
135518,0,0,0,0,0,0,0
135562,0,1,1,0,0,0,0
135564,1,1,1,0,0,0,0
135572,1,1,1,0,1,1,1
136094,1,1,1,0,1,0,1
136100,0,1,1,0,1,0,0
136102,0,1,1,0,0,0,0
136105,0,0,0,0,0,0,0
136224,0,0,1,0,0,0,0
136226,0,0,1,0,1,0,1
136231,1,0,1,0,1,0,1
136239,1,0,1,1,1,0,1
136279,0,0,0,1,0,0,0
136295,0,0,0,0,0,0,0
136554,0,0,1,0,0,0,0
136614,0,0,0,0,0,0,0
136630,0,0,0,0,0,0,1
136683,0,0,0,0,0,0,0
136706,0,0,1,0,0,0,0
136774,0,0,0,0,0,0,0
136798,0,0,0,0,0,1,0
136849,0,0,0,0,0,0,0
136877,0,0,1,0,0,0,0
136941,0,0,0,0,0,0,0
136966,0,0,0,0,1,0,0
137023,0,0,0,0,0,0,0
137051,0,0,1,0,0,0,0
137112,0,0,0,0,0,0,0
137126,0,0,0,1,0,0,0
137211,0,0,0,1,1,0,0
137213,0,0,0,0,1,0,0
137274,0,0,0,0,0,0,0
137298,0,0,1,0,0,0,0
137356,0,0,0,0,0,0,0
137385,0,0,0,0,1,0,0
137444,0,0,0,0,0,0,0
137468,0,1,0,0,0,0,0
137526,0,0,0,0,0,0,0
137564,0,0,0,0,0,1,0
137622,0,0,0,0,0,0,0
137641,1,0,0,0,0,0,0
137699,0,0,0,0,0,0,0
137719,0,0,0,0,1,0,0
137786,0,0,0,0,1,1,0
137803,0,0,1,0,1,1,0
137809,0,0,1,0,0,1,0
137825,0,0,1,0,0,1,1
137873,0,0,0,0,0,1,1
137885,0,0,0,0,0,0,1
137905,0,0,0,0,1,0,1
137938,0,0,0,0,1,0,0
137962,0,0,0,0,0,0,0
137984,0,0,1,0,0,0,0
138052,0,0,0,0,0,0,0
138059,0,1,0,0,1,0,0
138133,0,1,0,0,1,1,0
138143,0,0,0,0,1,1,0
138149,0,0,1,0,1,1,0
138158,0,0,1,0,0,1,0
138192,0,0,1,0,0,1,1
138231,0,0,0,0,0,1,1
138235,0,0,0,0,0,0,1
138237,1,0,0,0,0,0,1
138278,1,0,0,0,1,0,1
138289,1,0,0,0,1,0,0
138324,1,1,0,0,1,0,0
138354,0,1,0,0,1,0,0
138373,0,1,0,0,1,1,0
138380,0,1,0,0,1,1,1
138389,0,1,0,0,0,1,1
138394,0,1,1,0,0,1,1
138411,0,1,1,1,0,1,1
138420,0,0,1,1,0,1,1
138446,0,0,1,1,0,0,1
138465,0,0,0,1,0,0,1
138479,1,0,0,1,0,0,1
138484,1,0,0,1,1,0,1
138494,1,0,0,1,1,0,0
138499,1,0,0,0,1,0,0
138556,1,0,0,0,1,0,1
138566,1,1,1,0,1,0,1
138572,1,1,1,0,1,1,1
138585,1,1,1,0,0,1,1
138592,0,1,1,0,0,1,1
138612,0,0,1,0,0,1,1
138629,0,0,0,0,0,1,1
138636,0,0,0,1,0,0,1
138649,0,0,0,1,0,0,0
138719,0,1,0,1,1,1,0
138721,0,1,0,0,1,1,0
138779,0,1,0,0,0,1,0
138789,0,1,0,0,0,0,0
138798,0,0,1,0,0,0,0
138882,1,0,1,0,0,0,1
138886,1,0,1,1,0,0,1
138896,1,0,1,1,1,1,1
138904,1,0,0,1,1,1,1
138961,1,0,0,1,0,0,1
138965,1,0,0,0,0,0,1
139056,1,0,0,0,1,1,1
139066,1,0,0,1,1,1,1
139132,1,0,0,1,1,0,1
139143,1,0,0,1,0,0,1
139146,1,0,0,0,0,0,1
139226,1,0,1,0,0,0,1
139304,1,0,0,0,0,0,1
139379,1,0,0,0,0,1,1
139445,1,0,0,0,0,0,1
139475,1,0,0,1,0,0,1
139515,1,0,0,1,0,0,0
139546,1,1,0,1,1,1,0
139548,0,1,0,1,1,1,0
139564,0,1,0,0,1,1,0
139612,0,0,0,0,0,0,0
139724,0,1,1,0,0,0,0
139729,0,1,1,0,0,0,1
139732,0,1,1,1,0,0,1
139736,0,1,1,1,1,1,1
139801,0,0,0,1,1,1,1
139811,0,0,0,1,0,0,1
139819,0,0,0,1,0,0,0
139822,0,0,0,0,0,0,0
140071,0,0,0,0,1,1,0
140073,0,1,1,1,1,1,0
140078,1,1,1,1,1,1,0
140129,1,0,1,1,1,1,0
140135,0,0,1,1,1,1,0
140141,0,0,0,1,1,1,0
140159,0,0,0,1,0,0,0
140172,0,0,0,0,0,0,0
140403,1,1,1,1,0,0,0
140406,1,1,1,1,1,1,0
140458,1,1,1,1,0,0,0
140469,1,0,0,1,0,0,0
140473,0,0,0,1,0,0,0
140475,0,0,0,0,0,0,0
140571,0,0,0,0,0,0,1
140578,0,0,0,0,0,1,1
140584,1,1,1,0,0,1,1
140642,1,0,0,0,0,1,1
140650,0,0,0,0,0,1,1
140655,0,0,0,0,1,1,1
140673,0,0,0,0,1,0,1
140679,0,0,0,0,1,0,0
140722,0,0,0,1,1,0,0
140732,0,0,0,1,0,0,0
140734,0,0,1,1,0,0,0
140796,0,0,1,1,0,1,0
140813,0,0,1,0,0,1,0
140825,0,1,1,0,0,1,0
140853,0,1,0,0,0,1,0
140881,0,1,0,0,1,1,0
140899,0,1,0,0,1,0,0
140902,1,1,0,0,1,0,0
140906,1,1,0,1,1,0,0
140934,1,0,0,1,1,0,0
140964,1,0,0,1,0,0,0
140976,1,0,1,1,0,0,0
140984,0,0,1,1,0,0,0
140989,0,0,1,1,0,1,0
140994,0,0,1,0,0,1,0
141046,0,1,1,0,0,1,0
141056,0,1,0,0,0,1,0
141059,0,1,0,0,0,1,1
141085,0,1,0,0,0,0,1
141132,0,1,0,0,1,0,1
141134,0,0,1,0,1,0,1
141146,0,0,1,0,1,0,0
141214,0,0,1,0,1,0,1
141219,0,0,1,1,1,1,1
141222,1,1,1,1,1,1,1
141239,1,1,1,1,0,1,1
141249,1,1,0,1,0,1,1
141391,1,1,0,1,1,1,1
141395,1,1,1,1,1,1,1
141409,1,1,1,0,1,1,1
141581,1,1,1,0,1,0,1
141591,1,1,1,0,1,0,0
141593,1,0,1,0,0,0,0
141602,0,0,0,0,0,0,0
141734,0,1,1,0,0,0,0
141740,0,1,1,1,0,0,1
141743,0,1,1,1,1,1,1
141794,0,0,0,1,1,1,1
141807,0,0,0,1,0,0,1
141814,0,0,0,1,0,0,0
141823,0,0,0,0,0,0,0
141908,0,0,0,0,0,1,0
141913,1,0,1,0,0,1,0
141972,0,0,1,0,0,1,0
141982,0,0,0,0,0,1,0
141990,0,0,0,0,0,0,0
141995,0,0,0,1,0,0,0
142006,0,1,0,1,0,0,0
142069,0,1,0,0,0,0,0
142074,0,1,0,0,1,0,0
142079,0,1,1,0,1,0,0
142101,0,0,1,0,1,0,0
142134,0,0,1,0,1,1,0
142159,0,0,1,0,0,1,0
142162,0,0,0,0,0,1,0
142176,0,0,0,1,0,1,0
142211,0,0,0,1,0,1,1
142232,0,0,0,1,0,0,1
142234,1,0,0,1,0,0,1
142237,1,1,0,1,0,0,1
142254,1,1,0,0,0,0,1
142289,1,1,0,0,1,0,1
142308,0,0,0,0,1,0,1
142316,0,0,0,0,1,0,0
142322,0,0,1,0,1,0,0
142386,0,0,1,0,1,1,1
142393,0,0,1,1,1,1,1
142404,0,1,1,1,0,1,1
142406,1,1,1,1,0,1,1
142434,1,1,0,1,0,1,1
142469,1,1,0,1,0,0,1
142489,1,0,0,0,0,0,0
142492,0,0,0,0,0,0,0
142580,0,1,1,0,1,1,0
142583,1,1,1,0,1,1,0
142650,0,1,1,0,0,0,0
142652,0,0,0,0,0,0,0
142739,1,0,0,1,0,0,0
142742,1,1,1,1,0,0,0
142744,1,1,1,1,1,0,0
143006,0,1,1,1,0,0,0
143014,0,0,0,1,0,0,0
143022,0,0,0,0,0,0,0
143056,0,0,0,0,0,0,1
143080,0,0,0,0,1,0,1
143092,1,0,1,0,1,0,1
143119,1,0,1,0,1,0,0
143133,1,0,1,0,0,0,0
143138,0,0,1,0,0,0,0
143146,0,0,0,0,0,0,0
143176,0,0,0,0,1,0,0
143180,0,0,0,0,1,0,1
143197,1,0,0,0,1,0,1
143200,1,0,1,0,1,0,1
143256,0,0,1,0,1,0,1
143264,0,0,1,0,1,0,0
143266,0,0,1,1,1,0,0
143287,0,1,0,1,1,0,0
143290,0,1,0,1,0,1,0
143349,0,1,0,1,0,0,0
143354,0,1,0,0,0,0,0
143359,0,1,0,0,1,0,0
143369,0,1,1,0,1,0,0
143385,0,0,1,0,1,0,0
143432,0,0,1,0,1,1,0
143439,0,1,1,0,1,1,0
143449,0,1,1,0,0,1,0
143459,0,1,0,0,0,1,0
143503,0,1,0,0,1,1,0
143523,0,1,1,0,1,1,0
143525,0,1,1,0,1,0,0
143532,0,0,1,0,1,0,0
143561,0,0,1,1,1,0,0
143572,0,0,1,1,1,0,1
143589,1,0,1,1,0,0,1
143602,1,0,0,1,0,0,1
143644,1,0,0,0,0,0,1
143651,1,1,0,0,0,0,1
143655,1,1,0,0,0,1,1
143674,0,1,0,0,0,1,1
143692,0,1,0,0,0,1,0
143724,0,1,1,0,1,1,0
143739,0,1,1,0,1,0,0
143746,0,0,1,0,1,0,0
143796,0,0,0,0,1,0,0
143806,0,0,0,1,1,0,0
143824,0,0,0,1,0,1,0
143879,1,0,0,1,0,1,0
143885,1,0,0,1,0,1,1
143904,1,0,0,0,0,1,1
143914,1,0,0,0,0,0,1
143955,1,0,0,0,1,0,1
143958,1,1,0,0,1,0,1
143970,0,1,0,0,1,0,1
143974,0,1,0,0,1,0,0
144035,0,1,1,0,1,0,0
144051,0,1,1,0,0,1,0
144055,0,0,1,0,0,1,0
144065,0,0,1,1,0,1,0
144111,0,0,1,1,0,0,0
144126,1,0,1,1,0,0,0
144129,1,0,0,1,0,0,0
144135,1,0,0,1,1,0,0
144154,1,0,0,0,1,0,0
144201,1,1,0,0,1,1,0
144204,1,1,0,0,1,1,1
144214,1,1,1,0,1,1,1
144216,1,1,1,0,0,1,1
144224,0,1,1,0,0,1,1
144279,0,0,1,0,0,1,1
144289,0,0,0,0,0,1,1
144295,0,0,0,0,1,0,1
144298,0,0,0,0,1,0,0
144305,0,0,0,1,1,0,0
144382,0,0,0,1,1,0,1
144384,0,1,1,1,1,0,1
144395,0,1,1,1,0,1,1
144410,0,1,1,0,0,1,1
144445,0,0,1,0,0,1,1
144451,0,0,1,0,0,0,1
144454,0,0,0,0,0,0,1
144456,0,0,0,0,0,0,0
144550,0,0,0,0,0,0,1
144552,0,0,1,0,0,0,1
144554,1,0,1,0,1,0,1
144611,1,0,0,0,1,0,1
144613,1,0,0,0,0,0,1
144615,1,0,0,0,0,0,0
144617,0,0,0,0,0,0,0
144710,0,0,0,0,0,1,0
144713,0,0,0,0,0,1,1
144717,0,1,1,0,0,1,1
144720,1,1,1,1,0,1,1
144794,0,1,1,1,0,1,1
144796,0,1,1,1,0,0,1
144802,0,0,0,1,0,0,0
144804,0,0,0,0,0,0,0
145064,0,1,1,0,0,0,0
145066,1,1,1,0,0,0,1
145071,1,1,1,0,1,1,1
145136,0,0,1,0,1,1,1
145145,0,0,0,0,1,1,1
145157,0,0,0,0,1,0,1
145160,0,0,0,0,0,0,1
145162,0,0,0,0,0,0,0
145395,0,1,0,0,0,0,1
145396,1,1,0,0,0,0,1
145401,1,1,0,1,1,1,1
145645,1,0,0,1,1,1,1
145652,0,0,0,1,1,1,1
145749,0,1,1,1,1,1,1
145754,1,1,1,1,1,1,1
145774,1,1,1,0,1,1,1
145807,1,1,1,0,0,1,1
145848,1,1,1,1,0,1,1
145854,1,1,1,1,0,0,1
145916,1,1,1,1,1,0,1
145989,1,1,1,1,1,0,0
146004,1,1,1,1,0,1,0
146069,1,1,1,1,0,0,0
146080,1,1,1,1,1,0,0
146119,0,1,1,1,1,0,0
146123,0,0,1,1,1,0,0
146177,0,0,1,1,1,1,0
146205,0,0,1,1,0,1,0
146211,0,1,1,1,0,1,0
146214,1,1,1,1,0,1,0
146221,1,1,1,0,0,1,0
146246,1,1,0,0,0,1,0
146249,1,1,0,0,0,1,1
146272,1,1,0,0,0,0,1
146281,1,0,0,0,0,0,1
146284,0,0,0,0,0,0,1
146332,0,0,0,0,1,1,1
146354,0,0,0,0,1,1,0
146381,0,0,0,0,1,0,0
146389,0,0,0,0,0,0,0
146394,0,1,1,0,0,0,0
146452,0,0,0,0,0,0,0
146479,0,0,0,0,0,0,1
146481,0,0,0,0,0,1,1
146549,0,0,0,0,0,0,1
146552,0,0,0,0,0,0,0
146555,0,0,1,0,0,0,0
146562,1,0,1,1,0,0,0
146613,0,0,1,1,0,0,0
146622,0,0,0,1,0,0,0
146635,0,0,0,1,1,0,1
146649,0,0,0,0,1,0,1
146696,0,0,0,0,0,0,1
146705,0,0,0,0,0,0,0
146714,0,1,0,0,0,0,0
146721,1,1,0,0,0,0,0
146784,0,1,0,0,0,0,0
146785,0,0,0,0,0,0,0
146796,0,0,0,0,0,1,0
146799,0,0,0,0,0,1,1
146881,0,1,1,0,1,1,1
146885,1,1,1,0,1,1,1
146891,1,1,1,1,1,1,1
146896,1,1,1,1,1,1,0
146905,1,1,1,1,1,0,0
146926,0,1,1,1,1,0,0
146932,0,0,0,1,1,0,0
146946,0,0,0,1,0,0,0
146959,0,0,0,0,0,0,0
146986,1,1,1,0,0,0,0
147043,1,0,0,0,0,0,0
147049,0,0,0,0,0,0,0
147056,0,0,0,0,0,1,1
147067,0,0,0,1,0,1,1
147114,0,0,0,1,0,0,1
147116,0,0,0,1,0,0,0
147143,0,0,0,0,0,0,0
147145,0,0,1,0,1,0,0
147224,1,1,1,0,1,0,0
147226,1,1,1,0,1,0,1
147231,1,1,1,0,1,1,1
147246,1,1,0,0,0,1,1
147289,0,0,0,0,0,1,1
147293,0,0,0,0,0,1,0
147295,0,0,0,0,0,0,0
147381,1,0,0,0,0,0,0
147383,1,1,0,0,0,0,0
147390,1,1,0,0,0,0,1
147392,1,1,0,0,0,1,1
147396,1,1,0,1,0,1,1
147456,0,1,0,1,0,1,1
